//Reference=MNI152		
//Abraham et al., 2012; divergent thinking contrast (Table S1)		
// Subjects=19		
9.02	25.43	33.08
3.53	37.86	28.59
-35.27	32.93	35.34
45.16	-65.32	-32.51
56.08	-61.15	-23.02
47.22	-67.2	-41.32
-33.63	-83.67	-29.35
-44.64	-64.44	-41.15
-4.39	-95.06	-26.48
14.74	-78.34	36.53
17.91	-82.59	-54.99
		
//Shah et al., 2013; creative writing > baseline		
//Subjects=14		
-36	-18	57
63	-12	27
-27	-15	60
27	-3	51
-3	0	66
9	9	54
-9	12	42
51	6	33
-57	3	39
33	45	36
63	12	12
-54	12	3
-36	-24	54
42	-33	45
21	-60	60
-24	-54	57
-57	-42	12
48	-60	-12
-45	-72	-3
33	-87	3
-39	-81	3
27	-90	0
-21	-93	-3
15	-60	-42
18	-51	-18
6	-63	-33
-30	-57	-24
-12	-18	12
//Shah et al., 2013; thinking > baseline		
//Subjects=28		
-42	21	3
-48	15	9
-45	18	-3
51	21	24
48	18	27
45	24	-9
-33	24	0
39	-24	-6
-45	45	0
39	33	-12
-9	27	30
-6	21	42
3	24	60
-3	9	60
-42	0	51
48	15	51
-51	18	27
-48	-51	24
-45	-51	36
-48	-39	6
51	-30	0
-57	-39	9
51	-27	0
-57	-9	-6
-48	15	-21
21	-90	-3
-21	-90	-6
-24	-84	-18
36	-66	-21
6	-75	-21
-39	-63	-30
		
//Sieborger et al., 2007; Semantic judgement: distant > unrelated		
//Subjects=14		
-23.17	17.09	49.03
//Sieborger et al., 2007; Semantic judgement: distantly related > closely related		
//Subjects=14		
-47.2	15.04	28.35
-9.06	26.38	55.71
-18.02	45.86	34.89
-32.99	28.34	43.6
-39.16	45.57	-12.91
-59.84	-62.44	38.47
52.5	-72.03	33.02
48.24	-33.26	46.07
4.48	-25.46	5.7
		
//Tian et al., 2011; Chinese Logogriphs: successful > unsuccessful problem solving		
//Subjects=16		
-21.3	43.41	31.82
-53.48	-60.06	29.16
14.09	-76.63	-14.05
36.91	-9.93	9.22
-34.48	-10.81	3.79
-37.13	-19.53	48.4
1.83	-15.58	54.07
		
//Vartanian and Goel, 2005; unconstrained > baseline		
//Subjects=15		
3.62	-54.51	16.43
-6.86	-71.83	38.5
35.19	37.79	-31.34
48.61	8.42	-1.77
-39.27	-87.25	36.09
9.51	74.64	-3.17
-17.2	-44.31	80.77
28.13	-40.1	77.34
20.4	-64.78	-25.42
33.08	-36.2	-41.91
75.04	-18.36	31.81
//Vartanian and Goel, 2005; unconstrained > semantically constrained		
//Subjects=15		
36.64	-14.76	72.45
75.04	-18.36	31.81
34.6	-37.95	77.02
1.53	-51.77	22.92
-0.39	-76.27	36.58
5.11	74	-9.75
-22.29	44.02	38.5
-22.35	50.2	35.65
30.97	-42.38	-39.02
37.3	35.26	-35.6
		
//Liu et al., 2012; Improvised > Conventional		
//Subjects=12		
-6	57	18
-9	57	33
-15	48	42
-6	15	66
-8	18	47
-39	0	54
-51	24	-6
-48	30	3
-54	15	18
-48	-45	3
-45	-39	6
-45	-57	-24
-12	-3	21
-18	0	3
-6	-66	-3
-33	-90	0
15	-75	0
33	-84	3
27	-75	-33
		
//Villarreal et al., 2013; high-creative Subjects - create rhythmic phrase > repeat rhythmic phrase		
//Subjects=12		
-8	16	50
-50	32	30
50	26	8
52	10	0
		
//Villarreal et al., 2013; low-creative Subjects - create rhythmic phrase > repeat rhythmic phrase		
//Subjects=12		
-2	-4	78
-28	4	50
		
//Abraham et al., 2014; males: divergent thinking conjunction		
//Subjects=14		
8.28	39.59	-22.09
-39.25	-64.08	42.76
34.38	-15.94	-20.4
29.24	-39.17	-4.57
-7.29	-47.63	10.34
-10.14	-38.14	43.06
-37.04	26.67	-20.04
34.22	36.49	-22.23
-42.98	7.74	18.91
44.6	-11.1	19.28
2.5	2.14	25.42
-22.95	-20.67	58.36
31.4	-81.89	-13.83
-33.26	-15.19	14.29
-52.81	-32.46	2.89
-55.91	-57.68	8.8
-20.32	-84.33	-2.62
		
//Abraham et al., 2014; females: divergent thinking conjunction		
//Subjects=14		
2.77	31.53	52.76
-4.39	52.67	3.72
-10.16	-53.65	37.87
-55.69	-58.25	25.66
-27.22	-43.68	-26.69
-40.4	23.59	-29.76
-30.07	11.73	14.94
9.44	-95.06	41.64
-13.71	-23.11	20.35
-4.22	-24.84	1.31
34.73	-60.42	-2.56
-14.14	3.22	-8.03
1.84	-70.66	-41.33
		
//Benedek et al., 2014a; generate metaphor > generate literal synonyms		
//Subjects=28		
-47	-67	24
-40	11	59
-26	42	48
13	-56	17
-8	-81	-5
-33	-35	-19
20	-77	-33
27	-32	-22
		
//Benedek and Jauk et al., 2014b; new > old		
//Subjects=35		
-51	-34	40
//Benedek and Jauk et al., 2014b; new and old > baseline		
//Subjects=35		
-15	20	46
24	35	10
33	-67	7
-45	-16	40
18	-61	-23
		
//Fink et al., 2012; original > control		
//Subjects=32		
-57	-55	13
//Fink et al., 2012; original > common		
//Subjects=32		
-27	-13	-14
-48	-64	-14
-48	-61	10
		
//Green et al., 2015; creative cue > ordinary cue		
//Subjects=55		
-4	46	28
30	-82	-32
-2	36	22
34	22	-12
2	-12	10
12	-82	16
-22	-68	4
16	-10	22
-54	22	24
-40	6	46
-58	-50	-4
-60	20	0
-16	-2	22
-36	58	4
18	-62	-2
-16	-92	22
36	-46	-4
-30	18	-8
		
//Zhang et al., 2014; NBFFAT > baseline + BFFAT > baseline		
//Subjects=18		
-44	7	32
-5	6	66
56	33	25
11	-96	0
-17	-39	-35
14	-3	-2
20	6	13
-5	9	65
-41	4	32
-41	17	-6
41	-8	63
-26	-99	-2
17	-90	0
32	-5	-37
38	-12	-24
-23	-26	-3
14	-4	25
14	-3	-4
		
//Abraham et al., 2018; creative conceptual expansion conjunction analysis		
//Subjects=34		
-8.39	7.7	5.97
-44.35	20.41	11.97
-34.76	-8.68	0.59
-12.61	4.51	6.22
-12.59	-8.9	-6.18
15.94	-8.66	-6.37
-3.01	-17.47	7.66
-18.84	-30.81	-1.32
53.85	30.08	0.74
-6.24	25.91	44.67
-3.01	17.09	55.24
-12.7	46.91	26.62
0.18	-3.01	36.62
-31.57	16.04	42.16
15.93	4.96	9.35
-56.76	-31.65	42.25
-47.23	-72.43	-4.96
-24.92	-103.76	-2.95
15.94	-8.66	-6.37
25.64	-76.19	-25.11
41.4	-64.26	-39.34
13.11	-89.82	12.52
-5.9	-93.13	12.86
		
//Beaty et al., 2017; low constraint > recall		
//Subjects=24		
-51	35	14
-3	17	56
-15	5	8
18	-70	-31
//Beaty et al., 2017; high constraint > recall		
//Subjects=24		
-51	17	23
0	26	44
30	26	-7
-6	-4	-1
-33	-58	-37
18	-73	-28
		
//Beaty et al., 2018; create > sentence		
//Subjects=29		
-38	-6	16
42	-10	0
42	-88	6
-60	-28	30
-8	2	22
22	-4	-18
28	-80	-32
-14	-34	24
-38	-28	24
26	-40	62
44	-40	-16
20	-38	20
-24	-48	76
-46	-78	2
28	-66	-10
20	-38	20
		
//Benedek et al., 2018; create original > recall common		
//Subjects=42		
3	41	-10
-30	-40	-7
-54	-25	41
-12	-58	23
24	-34	-13
-39	-79	32
		
//Benedek et al., 2020; experiment 2, original association > common association		
//Subjects=44		
15	-72	-12
-9	-78	-5
//Benedek et al., 2020; experiment 2, bi-association > common association		
//Subjects=44		
21	-63	-9
-30	-39	-2
-39	-78	41
-12	-72	-25
36	-81	28
//Benedek et al., 2020; experiment 2, bi-association > original association		
//Subjects=44		
42	-48	51
-39	-51	44
24	-6	-19
		
//Fink et al., 2015; alternate uses > generate facts given an objective (T1)		
//Subjects=53		
-6	-100	-2
-54	-70	-8
15	-94	-2
-57	-31	40
		
//Ivancovsky et al., 2018; alternate uses > common uses		
//Subjects=36		
-15	-55	19
		
//Kleibeuker et al., 2013; creative use of tools > object characteristics		
//Subjects=43		
-60	-30	36
-42	-84	30
-54	-66	0
-45	-63	9
-3	48	0
-9	48	-6
0	51	12
36	-30	51
48	-63	15
51	-75	21
-24	-12	-18
-21	-6	60
-6	-51	6
-9	-60	9
-30	33	-15
-51	6	24
		
//Kleinmintz et al., 2018; AUT > objective characteristics		
//Subjects=23		
-6	2	55
-45	11	10
-57	-4	28
		
//Mayseless et al., 2015; alternate uses > object characteristics generation		
//Subjects=30		
-6.46	42.22	-16.38
-5.98	-56.2	30.31
		
//Sun et al., 2016; AUT object characteristics (pretraining)		
//Subjects=15		
12	-87	12
		
//Sun et al., 2019; AUT > object characteristics 		
//Subjects=29		
12	-87	12
		
//Becker et al., 2019; insight trial start: aha > no aha		
//Subjects=27		
32	14	-6
-30	16	-2
//Becker et al., 2019; insight solution phase: aha > no aha		
//Subjects=27		
48	-14	22
-24	-6	-22
		
//Hao et al., 2013; heuristic prototypes: highlighted feature > no highlighted feature		
//Subjects=17		
-51	-58	1
48	-55	-8
		
//Kizilirmak et al., 2016; solved CRAT > not solved CRAT		
//Subjects=26		
-42	18	52
-46	-58	46
52	-44	44
-2	-51	35
22	-86	-34
48	52	10
-54	-58	-30
-28	-24	-10
-64	2	-28
		
//Kizilirmak et al., 2019; solved CRAT > not solved CRAT		
//Subjects=23		
-48	-60	38
-56	-48	44
-46	-62	50
-64	-32	-10
-20	30	52
-44	14	46
-16	50	36
-4	38	14
44	-58	40
56	-40	44
54	-42	28
42	-70	44
0	-28	42
-8	-42	34
-10	-52	32
-2	-48	22
42	-58	-40
42	-74	-38
42	-46	-42
40	-78	-30
46	44	8
36	52	-2
		
//Huang et al., 2015; novel > familiar		
//Subjects=15		
-10	10	12
12	8	10
-8	-16	-10
12	-18	-10
-36	-50	50
-20	-68	56
-60	-30	42
32	-54	56
64	-24	42
-4	14	56
6	18	56
-24	-4	64
28	-8	58
-52	6	32
-30	28	4
-44	26	28
54	10	30
46	6	36
34	26	6
		
//Huang et al., 2018; high novelty > low novelty + high appropriateness > low appropriateness		
//Subjects=20		
-44	28	20
-40	10	30
16	28	18
-46	-68	24
56	-66	22
8	52	4
4	64	6
4	-42	40
54	-64	40
-42	-78	34
-8	10	-4
28	0	-16
-26	-6	-14
30	-24	-12
-26	-28	-12
		
//Lin et al., 2020; chinese words chunk decomposition: high creative > low creative		
//Subjects=32		
57	-24	39
3	27	39
-60	-30	39
-24	9	51
24	15	51
-18	-69	54
54	9	18
54	-39	-12
		
//Luo and Niki, 2003; correct insight problem > baseline		
//Subjects=7		
-20.12	47.43	40.37
-29.22	65.87	8.44
-22.82	69.63	2.36
-20.65	58.79	1.15
25.02	64.42	24.47
8.02	52.3	45.01
-35.29	40.48	35.71
-46.46	49.75	9.21
53.26	38.25	29.94
38.22	36.69	37.08
29.56	45.27	37.5
-3.51	65.36	-9.87
-1.24	69.49	-0.24
-3.68	53.17	-25.47
6.37	-12.84	71.65
0.95	17.2	-8.55
38.6	-17.37	55.87
36.22	-11.39	39.63
54.96	45.77	-4.45
-53.05	45.6	-0.35
3.76	-9.69	36.65
6.01	-18.83	42
7.94	4.6	28.44
-56.14	-15.66	-0.96
73.55	-20.31	-0.47
58.44	-13.67	2.49
67	-10.97	-3.52
46.68	-25.96	9.51
39.8	-16.88	-19.28
27.86	-33.36	57.63
-20.2	-37.48	16.27
-56.16	-58.49	-11.29
-60.5	-47.66	-10.05
-49.96	-53.61	52
-36.82	-51.15	66.1
6.28	-61.71	54.08
7.86	-79.14	5.35
-7.43	-73.85	-6.12
-27.44	54.25	-24.05
		
//Luo et al., 2004a; cerebral gymnastics puzzles > baseline		
//Subjects=13		
5.86	9.57	35.83
5.81	25.63	35.36
3.69	32.52	40.32
44	16.11	-22.62
37.58	5.66	-19.23
-52.91	19.32	5.61
-48.39	13.14	19.59
-38.08	18.26	-18.07
-5.35	-18.67	-1.53
0.98	-27.44	-15.33
-53.82	-58.19	3.21
-50.39	-68.84	15.41
53.17	15.73	18.73
67.11	-57.22	-4.55
18.33	-0.61	-4.84
-41.35	-24.24	55.67
-30.6	-58.52	44.31
-32.64	-55.47	54.13
-24.16	-71.99	37.69
50.84	8.95	3.75
58.3	19.2	-1.88
		
//Luo et al., 2006; tight chunking > loose chunking		
//Subjects=13		
-28	-88	14
-26	-80	14
46	32	20
38	-86	6
34	-86	-6
-48	28	20
-42	28	26
-6	-26	-34
-8	-14	-24
4	-24	-32
-46	40	6
36	28	-12
38	34	-20
-46	8	40
-50	16	34
-58	16	26
-26	-2	50
-2	18	54
8	28	40
		
//Luo et al., 2013; heuristic prototype: novel invention > old invention		
//Subjects=17		
1.35	-76.08	4.04
		
//Pang et al., 2009; tight chunking > loose chunking		
//Subjects=13		
-8	-84	26
-10	-78	34
6	-86	34
		
//Sinitsyn et al., 2020; insight > rest		
//Subjects=32		
-26	-96	-2
34	-94	0
-44	6	30
24	-66	-50
-32	-46	48
46	6	28
		
//Subramaniam et al., 2009; insight > analytical preparation		
//Subjects=27		
-24.99	-10.31	-14.35
-2.31	47.7	-3.66
54.83	64.5	-10.78
50.79	77.51	13.77
//Subramaniam et al., 2009; insight > analytical solution		
//Subjects=27		
62.78	-33.21	-0.13
3.84	-39.67	37.37
22.51	-11.52	-18.4
-3.39	40.04	-5.13
-62.69	-19.49	-7.19
9.86	58.64	20.82
61.15	-35.87	40.5
		
//Tang et al., 2015; tight chunking > loose chunking		
//Subjects=22		
24.72	-52.31	61.8
50.38	-25.81	45.29
65.49	-15.98	46.31
55.32	14.57	17.68
58.48	39.15	16.32
49.72	41.48	7.27
27.66	13.33	51.89
30.84	1.88	44.01
21.43	-59.22	56.94
-27.37	-70.63	40.97
-33.95	-29.82	41.52
7.51	11.26	-3.59
-8.66	14.71	-0.29
-8.45	4.25	14.19
-20.98	3.07	48.13
1.45	41.77	36.08
-24.21	18.47	52.27
36.53	28.82	-12.54
29.96	24.88	-19.88
33.07	35.97	-27.76
-50.48	4.93	23.8
-52.67	27.68	26.07
-53.15	48.17	-7.33
		
//Terai et al., 2013; chunk > nonchunk (correct trials) RAT		
//Subjects=18		
-15	-58	-10
		
//Tik et al., 2018; high insight > low insight		
//Subjects=29		
-51	-10	-20
-6	14	-4
-14	20	0
		
//Tong et al., 2013; heuristic prototype: related > unrelated		
//Subjects=16		
-40.32	-62.92	43.79
-47.1	13.64	36.33
		
//Wu et al., 2013; unfamiliar tight chunk decomposition > unfamiliar loose chunk decomposition		
//Subjects=14		
33	-54	51
51	-33	54
27	-69	48
-42	-42	48
-21	-69	48
-12	-75	57
27	-3	54
48	-9	30
36	0	39
-48	-66	-6
54	-57	-12
36	-63	-30
24	-72	-48
-21	-72	-45
-6	-81	-33
-27	0	57
-51	6	27
-30	3	30
-30	18	-3
-6	12	54
6	15	51
9	27	45
51	45	18
42	33	21
		
//Yu et al., 2019; MET > LIT		
//Subjects=20		
-36	33	-9
-18	-9	-12
-54	6	-9
-30	-78	-9
-42	-60	-12
-36	-72	-9
-54	33	18
-60	-33	3
33	-3	-24
-21	-2	-12
39	-12	-24
21	-9	-12
33	-87	0
39	-12	-24
33	-3	-24
		
//Zhao et al., 2014; insight > noninsight		
//Subjects=17		
-27	-9	-18
54	-30	0
54	-54	12
-57	-36	3
-54	-48	6
-54	-6	-24
30	-9	-12
		
//Zhou et al., 2011; NR > NU		
//Subjects=10		
24	-60	12
3	45	-18
63	0	-12
39	-60	18
-48	-60	21
-15	-15	-18
21	0	-27
-3	-48	12
-57	-12	42
//Zhou et al., 2011; ON > OL		
//Subjects=10		
45	12	-15
18	-39	-6
-3	-66	-3
-33	-9	15
33	-3	21
-30	6	-21
-36	-57	-9
-54	3	-12
-27	-9	15
		
//Amir et al., 2016; cartoon caption generation > describe cartoon		
//Subjects=13		
-4.13	25.73	41.34
-46.5	22.94	1.82
-16.8	-6.3	2.54
47.6	-10.33	-20.87
46.71	-42.94	-1.98
32.04	-84.91	-13.45
-38.77	-79	-10.11
		
//Beaty et al., 2015; alternate uses task > object characteristics		
//Subjects=25		
28	44	26
-50	34	6
8	18	44
-38	58	18
-24	-2	54
4	18	64
-52	8	22
48	2	42
50	20	38
-6	-46	44
8	-44	24
-62	-30	38
48	-52	44
-40	-60	52
-56	-56	34
-6	-56	10
-14	-60	62
-36	4	-4
44	8	-2
-60	-42	-2
60	-30	-14
-36	-36	-14
-54	16	-8
-50	-72	0
46	-72	12
		
//Bitsch et al., 2021; creative > typical caption generation		
//Subjects=24		
38	-24	-8
24	-24	-18
36	-54	-30
18	-78	6
-42	-56	10
-28	-76	-36
-10	-84	10
-6	-76	52
-4	-90	32
-38	68	22
10	46	27
-8	48	18
-10	32	28
-18	58	18
-32	32	-16
-36	16	-14
-48	12	-6
38	28	-10
-10	-56	-36
10	-50	-42
-54	-38	36
-52	-30	58
62	-18	46
-52	-30	58
62	-18	46
48	-16	44
-46	10	14
-36	-28	-8
		
//Fu et al., 2019; no example > example design generation		
//Subjects=18		
12	81	-3
		
//Liu et al., 2015; generation of new poems > recite poems		
//Subjects=27		
-21	53	21
9	56	21
-9	56	30
9	50	33
-12	44	48
12	47	48
-9	17	60
0	20	60
-6	26	21
-6	35	3
-4	-55	8
-51	20	9
-52	20	5
48	29	-3
-39	23	-15
39	32	-12
45	20	-21
-55	1	-17
-57	-10	-15
-51	-34	-6
-54	-40	0
51	2	-24
-57	-52	18
-54	-64	18
-12	-91	33
21	-97	15
-18	-52	0
18	-52	-6
-19	-9	-19
-18	-16	-18
-21	-37	-18
-24	-55	-15
27	-4	-12
18	-10	-18
-15	8	9
-27	-7	-9
28	-3	-11
-3	-28	0
-6	-4	6
-3	-18	7
-30	-82	-42
27	-79	-42
		
//Heinomen et al., 2016; idea generation > image viewing		
//Subjects=20		
-42	-4	12
-34	2	12
-44	-2	0
		
//Goucher-Lambert et al., 2019; far + near cues > control		
//Subjects=21		
59.66	41.94	12.66
5.92	17.49	34.63
37.58	-3.59	-4.07
-41.75	-2.92	-33.61
-38.48	23.63	37.8
43.8	24.42	-12.68
		
//Hahm et al., 2017; creative drawing imagery > line tracking		
